country,mean_satis,gdp_pc,gov_cons
China,5.1744800845964,1135.44794963606,15.5900280762445
India,5.08585055643879,486.640454005953,11.8901605513155
Indonesia,5.76153846153846,909.887330220519,7.25745833839691
Jordan,5.343716433942,1901.58037939377,22.6955729040205
Pakistan,5.47268262737876,483.031871914065,8.72392061004516
Russia,4.74126637554585,2375.15787125652,17.9536342810317
US,7.01927710843373,38175.3763829721,15.0397989107667
